attempt_id,submission_type,item_id,question_stem,domain,subdomain,response_type,student_answer,score,confidence,answered_at
97dfcd72-901b-4e20-959b-039088270880,pre,Q30_Open_Diagnose,"You were asked: An investment with a high return is likely to be high risk. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Tradeoff,diagnose,"I put false because yes on one point an investment with higher return does come with a higher risk (at times), however there are certain investments you can do to still invest a higher risk and still recieve a higher return. ",50.00,3,2026-02-04 01:23:50.616347+00
97dfcd72-901b-4e20-959b-039088270880,pre,Q3_Open_Diagnose,"You were asked: High inflation means that the cost of living is increasing rapidly. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation,diagnose,"No, high inflation does not mean the cost of living is increasing rapidly. The cost of living is impacted by the current market and how prices are matching with wages. Inflation shows us the average increases within prices across the economy versus the cost of living shows us how much it costs to maintain a certain standard of living. The difference between these is what got me to choose \""false\"" as my answer. ",50.00,3,2026-02-04 01:23:50.616347+00
981ef6a3-746c-42ee-91d1-99844bcd216c,pre,Q13_Open_Diagnose,"You were asked: What does a home insurance deductible represent? Options were A) Amount you pay before insurance covers damages, B) Monthly premium for coverage, C) Maximum amount insurance will pay. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Insurance Deductible,diagnose,I picked it because I thought thats what it was.,50.00,1,2026-02-06 19:30:56.78639+00
981ef6a3-746c-42ee-91d1-99844bcd216c,pre,Q14_Open_Confirm,"You were asked what happens to risk when an investor spreads money among different assets. You answered ""decreases,"" which is correct. In 1-2 sentences, explain why spreading investments reduces risk.",Risk Management,Diversification Principle,confirm,Because its diversified meaning some stocks could have a higher profit increasing the average ROI. ,50.00,2,2026-02-06 19:33:36.387349+00
981ef6a3-746c-42ee-91d1-99844bcd216c,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,Because spreading more money out into the economy will overall end up lowering it. ,50.00,1,2026-02-06 19:29:38.957845+00
98b80977-932e-420b-9aea-256be7ab2ccb,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,"I chose my answer because lowering the cost of good and general needs, would cause inflation to decrease because prices are going down while pay is staying relatively the same. ",50.00,3,2026-02-03 04:02:04.791472+00
9a9e8545-fbf5-4159-b1d4-a4f96eb4e8ef,pre,Q31_Open_Confirm,"You were asked what the stock market does. You answered ""brings together buyers and sellers of stocks,"" which is correct. In 1-2 sentences, explain why this function is important.",Investment & Risk,Stock Market Function,confirm,"Without a stock market, there would be a lack of exchange, even is there's supply and demand, without the proper exchange it would not work",50.00,3,2026-02-04 18:26:40.920035+00
9a9e8545-fbf5-4159-b1d4-a4f96eb4e8ef,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"I said older working couples because the money they have invested is all of sudden worth less, leading to a longer work life, instead of retiring at 60, they're going to stay in the work force for an extra 5-10 years",50.00,3,2026-02-04 18:24:06.450501+00
9a9e8545-fbf5-4159-b1d4-a4f96eb4e8ef,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,"Jayden can negotiate the down payment, I know this because depending on how long the loan is, you can reduce or increase the number of payments in months ",50.00,3,2026-02-04 18:25:30.883834+00
9d01980f-6d1b-4523-bd55-c4a69024bc29,pre,Q14_Open_Diagnose,"You were asked: When an investor spreads money among different assets, does the risk of losing money increase, decrease, or stay the same? You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Diversification Principle,diagnose,I think the risk increases of losing money because having the assets spread out will be a lot to handle especially if there not doing well.,50.00,1,2026-02-02 19:57:30.124328+00
9d01980f-6d1b-4523-bd55-c4a69024bc29,pre,Q30_Open_Confirm,"You were asked whether high-return investments are likely to be high risk. You answered ""True,"" which is correct. In 1-2 sentences, explain why high returns are usually associated with high risk.",Investment & Risk,Risk-Return Tradeoff,confirm,I think its most likely to be high risk because you don't know what could happen if there is losses.,50.00,1,2026-02-02 19:59:02.186014+00
9d01980f-6d1b-4523-bd55-c4a69024bc29,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,Health insurance because it has it covered for you incase anything goes wrong.,50.00,2,2026-02-02 19:58:25.363415+00
9d07e8b8-a498-4dc8-9243-f73d3d8bfbf6,pre,Q10_Open_Diagnose,"You were asked: Which statement about credit reports is FALSE? Options were A) Employers use them to screen applicants, B) They include a credit worthiness assessment, C) They are provided by a single source. You answered [student's answer] with high confidence, indicating you thought that statement was false. In 1-2 sentences, explain your reasoning.",Borrowing & Credit,Credit Reports,diagnose,Now that I look back over it I feel that C might be false because I don't think the credit report comes from a single source. I think they look at your previous borrowing and credit. ,50.00,2,2026-02-03 00:54:16.823294+00
9d07e8b8-a498-4dc8-9243-f73d3d8bfbf6,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,"I chose Auto Liability coverage because if you injure somebody else you are responsible for the damage that took place to to that other person. Therefore, Option C would be the correct answer. ",50.00,2,2026-02-03 00:55:11.612301+00
9d07e8b8-a498-4dc8-9243-f73d3d8bfbf6,pre,Q5_Open_Confirm,"You were asked how much Lyle should have in emergency savings. You answered ""three or more months of living expenses,"" which is correct. In 1-2 sentences, explain why financial experts recommend this amount.",Borrowing & Credit,Emergency Fund,confirm,Financial experts recommend this amount because you need to be able to support yourslef for a little bit if you can't receive an income from work. ,50.00,3,2026-02-03 00:56:34.477693+00
9d4815e2-8e63-43f1-9a5c-8ba759563267,pre,Q11_Open_Confirm,"You were asked whether buying a single company's stock is safer than a stock mutual fund. You answered ""False,"" which is correct. In 1-2 sentences, explain why a mutual fund is generally safer than a single stock.",Risk Management,Diversification (Stock vs Fund),confirm,Mutual fund is generally safer than a single stock because the risk is spread throughout the various stocks that you own with a mutual fund.,50.00,2,2026-02-08 03:09:59.432248+00
9d4815e2-8e63-43f1-9a5c-8ba759563267,pre,Q13_Open_Confirm,"You were asked what a home insurance deductible represents. You answered ""the amount you pay before insurance covers damages,"" which is correct. In 1-2 sentences, explain how a deductible works when you file a claim.",Risk Management,Insurance Deductible,confirm,"When you file a claim, a deductible is the amount in which you pay and the insurer pays the rest. The amount of your deductible can eithe increase or decrease monthly payments.",50.00,2,2026-02-08 03:10:44.552346+00
9dd5a9fc-8856-4722-b933-1d429114ddd5,pre,Q11_Open_Confirm,"You were asked whether buying a single company's stock is safer than a stock mutual fund. You answered ""False,"" which is correct. In 1-2 sentences, explain why a mutual fund is generally safer than a single stock.",Risk Management,Diversification (Stock vs Fund),confirm,"A mutual fund is generally safer than a single stock due to the variety, ranging the result possibilities.",50.00,2,2026-02-08 20:24:10.149653+00
9dd5a9fc-8856-4722-b933-1d429114ddd5,pre,Q14_Open_Confirm,"You were asked what happens to risk when an investor spreads money among different assets. You answered ""decreases,"" which is correct. In 1-2 sentences, explain why spreading investments reduces risk.",Risk Management,Diversification Principle,confirm,"When an investor spreads money among different assets, the spreading investment reduces risk due to the various possible outcomes.",50.00,2,2026-02-08 20:25:51.027168+00
9deecd55-2000-4184-a90d-2d7d1f426e6a,pre,Q13_Open_Confirm,"You were asked what a home insurance deductible represents. You answered ""the amount you pay before insurance covers damages,"" which is correct. In 1-2 sentences, explain how a deductible works when you file a claim.",Risk Management,Insurance Deductible,confirm,"I think the deductible is what you pay a company before they start helping you out. At least I hope, I don't know, I remember there was another term, one for what the company requires you to pay before offering their specialities and then what they cover per visit to for example the hospital. ",50.00,2,2026-02-06 15:51:04.271182+00
9deecd55-2000-4184-a90d-2d7d1f426e6a,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,"I actually don't know. I would assume becuase you're paying more monthly that it would be a lower interest overall, not too sure, I just think that would be the fair thing.",50.00,1,2026-02-06 15:50:07.567357+00
9deecd55-2000-4184-a90d-2d7d1f426e6a,pre,Q3_Open_Confirm,"You were asked whether high inflation means the cost of living is increasing rapidly. You answered ""True,"" which is correct. In 1-2 sentences, explain what inflation means and how it affects everyday life.",Borrowing & Credit,Inflation,confirm,"Inflation is when more money is being printed so the price of products rises therefore the dollar loses value. As the dollar loses value something that cost $10 yesterday costs $15 today. So the cost of living increases, this affects life because it means you have to pay much more for things that used to fit your budget now you have to either cut your expenses or work longer (sometimes you're not allowed or unable so it comes down to how you allocate your money)",50.00,3,2026-02-06 15:47:07.85966+00
9f00d8d0-7d12-455f-bbe4-17b423a32c84,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,"The interest on the 15 year mortgage has less time to build up because the loan is paid off faster. Even if the monthly payments are higher, the interest that you would pay is for much less time. ",50.00,3,2026-02-07 19:39:47.656507+00
9f00d8d0-7d12-455f-bbe4-17b423a32c84,pre,Q39_Open_Confirm,"You were asked whether stocks are generally riskier than bonds. You answered ""True,"" which is correct. In 1-2 sentences, explain why stocks are considered riskier than bonds.",Investment & Risk,Stocks vs Bonds Risk,confirm,Stocks are riskier because a company's value can change a lot based on their performance. bonds are more fixed interest and are more stable.,50.00,3,2026-02-07 19:40:55.275993+00
a0da234a-2c36-422c-ae2b-115122d78128,pre,Q11_Open_Confirm,"You were asked whether buying a single company's stock is safer than a stock mutual fund. You answered ""False,"" which is correct. In 1-2 sentences, explain why a mutual fund is generally safer than a single stock.",Risk Management,Diversification (Stock vs Fund),confirm,I dont know why,50.00,1,2026-02-08 22:38:05.778726+00
a0da234a-2c36-422c-ae2b-115122d78128,pre,Q30_Open_Confirm,"You were asked whether high-return investments are likely to be high risk. You answered ""True,"" which is correct. In 1-2 sentences, explain why high returns are usually associated with high risk.",Investment & Risk,Risk-Return Tradeoff,confirm,I dont know why but I think its because since you are putting in a lot you could lose a lot,50.00,2,2026-02-08 22:38:14.05498+00
a0da234a-2c36-422c-ae2b-115122d78128,pre,Q40_Open_Confirm,"You were asked about a key factor in the 2007-2008 financial crisis. You answered ""widespread failure to properly assess and manage financial risk,"" which is correct. In 1-2 sentences, explain how poor risk management contributed to the crisis.",Investment & Risk,2008 Financial Crisis,confirm,I dont know but I think low risk management could contribute to the crisis because without managing the risks you are allowing more risks to occur.,50.00,2,2026-02-08 22:38:42.459797+00
a0e3f4a7-6008-426a-a8d8-8446c67fa351,pre,Q33_Open_Confirm,"You were asked: If 1,000 people each buy a lottery ticket with a 1% chance of winning, how many winners would you expect? You answered ""10,"" which is correct. In 1-2 sentences, explain how you calculated this.",Investment & Risk,Probability (% to Count),confirm,I multiplied the number of people by the probability of winning ,50.00,2,2026-02-08 18:25:33.670921+00
a2a40638-a069-4655-8bed-76149dc42e3b,pre,Q10_Open_Confirm,"You were asked which statement about credit reports is FALSE. You correctly identified that ""your credit report is provided by a single source"" is false. In 1-2 sentences, explain why this statement is false.",Borrowing & Credit,Credit Reports,confirm,"This statement is false because your credit report is never provided by a only a single source, multiple things come into play",50.00,2,2026-02-09 05:52:53.083701+00
a31ade29-0fb4-4a9b-bc20-75376361e328,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,The interest is lower because you are paying your mortgages in a shorter amount of time.,50.00,2,2026-02-06 19:04:00.669599+00
a31ade29-0fb4-4a9b-bc20-75376361e328,pre,Q37_Open_Confirm,"You were asked which insurance protects you if you cause an accident that injures someone. You answered ""auto insurance liability coverage,"" which is correct. In 1-2 sentences, explain what liability coverage does.",Investment & Risk,Insurance Types,confirm,Liability coverage helps pay for accidents you cause. ,50.00,2,2026-02-06 19:04:46.274569+00
a31ade29-0fb4-4a9b-bc20-75376361e328,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,Inflation would lower for everyone if we decreased the general prices of items as we would be paying less for each item.,50.00,3,2026-02-06 19:02:49.151661+00
a3a69458-2968-46a7-b427-096892858ee0,pre,Q13_Open_Diagnose,"You were asked: What does a home insurance deductible represent? Options were A) Amount you pay before insurance covers damages, B) Monthly premium for coverage, C) Maximum amount insurance will pay. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Insurance Deductible,diagnose,"I chose answer B because I believe it's a deductible off the fact that you are paying monthly, so that amount is subtracted from whatever else there is to be covered. ",50.00,2,2026-02-09 05:11:03.143377+00
a3a69458-2968-46a7-b427-096892858ee0,pre,Q30_Open_Diagnose,"You were asked: An investment with a high return is likely to be high risk. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Tradeoff,diagnose,"I answered false because I believe that just because there is the potential for a high return, that does not equal or correlate that there will in turn be a high risk.",50.00,3,2026-02-09 05:12:13.185985+00
a6039e28-f1b0-4c3f-8898-f23afea04301,pre,Q12_Open_Diagnose,"You were asked: What is the primary function of health insurance? Options were A) Protect against large unexpected bills, B) Cover routine health care, C) Pay for elective procedures. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Health Insurance Purpose,diagnose,"The primary function of health insurance is to cover routine health care. This is because health insurance helps people pay for their checkups, vaccines, or medications. I think that this is the primary function because everyone has to go to all types of doctors whether it may be dentist, eye doctor, or your regular psychician and the expenses for these bills can stack up. I think it it less likely that someone may have a large unexpected bill and I think that people don't just get health insurance for that reason. ",50.00,3,2026-02-06 01:55:52.920297+00
a7528c8b-7074-49f1-b105-d1ab2817ce11,pre,Q14_Open_Diagnose,"You were asked: When an investor spreads money among different assets, does the risk of losing money increase, decrease, or stay the same? You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Diversification Principle,diagnose,Spreading your money across many different investments is actually the safer route in terms of investing. I read this question wrong.,50.00,3,2026-02-08 17:43:30.055414+00
a7528c8b-7074-49f1-b105-d1ab2817ce11,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,"Again, I meant to put true for this answer. You should have multiple ways of saving your money to insure safety.",50.00,3,2026-02-08 17:44:14.865089+00
a7528c8b-7074-49f1-b105-d1ab2817ce11,pre,Q39_Open_Diagnose,"You were asked: Are stocks generally riskier than bonds? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Stocks vs Bonds Risk,diagnose,"Bonds encompass several different stocks (to my knowledge), so having more investments in one is generally safer.",50.00,3,2026-02-08 17:44:35.973704+00
a7636054-1da1-4e4f-8642-add40dc2c6dd,pre,Q2_Open_Diagnose,"You were asked: A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Borrowing/Mortgages,diagnose,I don't think the time span would make a difference in the monthly payments and if interest is fixed to a certain percentage per year than that would not decrease over time,50.00,2,2026-02-07 21:09:00.355875+00
a7636054-1da1-4e4f-8642-add40dc2c6dd,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,If you keep smaller parts of you money in multiple different places losing one would not mean losing the other so its best to distribute it over more than one place,50.00,3,2026-02-07 21:11:23.513923+00
a7636054-1da1-4e4f-8642-add40dc2c6dd,pre,Q38_Open_Confirm,"You were asked which investment best protects purchasing power during sudden high inflation. You answered ""a house financed with a fixed-rate mortgage,"" which is correct. In 1-2 sentences, explain why this protects against inflation.",Investment & Risk,Inflation Protection,confirm,"The price of the monthly mortgage payments would stay the same so you be technically paying \""less\"" money then the time before inflation ",50.00,3,2026-02-07 21:13:07.681614+00
a7872987-1365-423b-99b2-84ffe939d6a8,pre,Q11_Open_Confirm,"You were asked whether buying a single company's stock is safer than a stock mutual fund. You answered ""False,"" which is correct. In 1-2 sentences, explain why a mutual fund is generally safer than a single stock.",Risk Management,Diversification (Stock vs Fund),confirm,"This is safer because it means pooling one's money into multiple accounts, which spreads risk.",50.00,3,2026-02-05 22:43:16.967985+00
a7872987-1365-423b-99b2-84ffe939d6a8,pre,Q3_Open_Confirm,"You were asked whether high inflation means the cost of living is increasing rapidly. You answered ""True,"" which is correct. In 1-2 sentences, explain what inflation means and how it affects everyday life.",Borrowing & Credit,Inflation,confirm,"Inflation is a set increase in prices for goods and services set by the Central Bank. For me, that means buying groceries and clothing can be more expensive at times.",50.00,2,2026-02-05 22:40:04.616146+00
a7872987-1365-423b-99b2-84ffe939d6a8,pre,Q9_Open_Confirm,"You were asked about the primary advantage of making a household budget. You answered ""ensures funds are available for bill paying and saving,"" which is correct. In 1-2 sentences, explain how a budget helps achieve this.",Borrowing & Credit,Budgeting,confirm,"Budgeting allocates a portion of one's income to everyday expenses and the rest to savings, while only allowing a set amount for spending. This is essential because if one spends outside their means, they won't have money left to pay bills.",50.00,2,2026-02-05 22:41:23.493767+00
a7fde537-f72d-4a01-8a33-aa258253d7a9,pre,Q29_Open_Diagnose,"You were asked: If interest rates rise, what typically happens to bond prices? Options were A) They rise, B) They fall, C) They stay the same, D) No relationship. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Interest Rates & Bonds,diagnose,"They rise because the cost of borrowing increased which leads to slower growth in the stock market, meaning that bonds are a better investment comparatively.",50.00,3,2026-02-02 19:19:04.575149+00
a7fde537-f72d-4a01-8a33-aa258253d7a9,pre,Q31_Open_Diagnose,"You were asked: What does the stock market do? Options were A) Results in gains for investors, B) Guarantees investors a profit, C) Brings buyers and sellers together. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Stock Market Function,diagnose,It results in gains for investors if they invest well.,50.00,1,2026-02-02 19:21:30.091874+00
a81b2970-d3f5-436c-924a-8a7dde26435c,pre,Q33_Open_Confirm,"You were asked: If 1,000 people each buy a lottery ticket with a 1% chance of winning, how many winners would you expect? You answered ""10,"" which is correct. In 1-2 sentences, explain how you calculated this.",Investment & Risk,Probability (% to Count),confirm,"I multiplied the number of people which is 1,000 by the chance % of winning which in this case is 1%. After doing that equation I got a answer of 10. ",50.00,3,2026-02-04 04:05:02.921037+00
a81eb031-174d-44d7-a973-106fa5682191,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,I think you can put your money anywhere and don't have to worry about losing all of it.,50.00,2,2026-02-08 07:06:08.926456+00
a81eb031-174d-44d7-a973-106fa5682191,pre,Q5_Open_Diagnose,"You were asked: How much should Lyle have set aside for emergency savings? The options were A) $200 or so, B) One month's rent, C) Three or more months of expenses. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Emergency Fund,diagnose,I said three or more months of expenses because that just seems logical. It would be nice to have back up savings that amount to a long period of time just in case you're in a situation where you can't work for a while.,50.00,3,2026-02-08 07:04:58.548512+00
a81eb031-174d-44d7-a973-106fa5682191,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,I chose young working couples because they probably don't have much savings yet and have less money to comfortably navigate a period of high inflation.,50.00,3,2026-02-08 07:04:06.808926+00
a82dad59-7acd-4972-8c1c-a3f6b047bf81,pre,Q32_Open_Diagnose,"You were asked: Over a long time period (10-20 years), which asset normally gives the highest return? Options were A) Savings accounts, B) Bonds, C) Stocks. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Long-Term Asset Returns,diagnose,"Bonds because its a spread out investment that basically guarantees growth, you essentially will be receiving money owed by the government every payout and buying bonds it times of crisis almost always show great return.",50.00,3,2026-02-09 00:48:43.531354+00
a82dad59-7acd-4972-8c1c-a3f6b047bf81,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,"I accidentally said false, I actually agree. If one of your investments does bad you'll have many more to rely on if your investments are diversified. That's why mutual bonds are so great, they diversify your investment for you.",50.00,3,2026-02-09 00:45:07.199731+00
a82dad59-7acd-4972-8c1c-a3f6b047bf81,pre,Q40_Open_Diagnose,"You were asked: What was a key factor in the 2007-2008 financial crisis? Options were A) Strong regulation, B) Failure to manage risk, C) High savings rates, D) Low borrowing. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,2008 Financial Crisis,diagnose,"there was low borrowing, so there was less money for the banks to distribute because they usually only are required to keep 10% of your money and use the rest to loan out to other buyers. With less borrowing, there was less inflow of money to hand out so interest rates sky rocketed and the housing market crashed.",50.00,3,2026-02-09 00:46:31.476661+00
a83f71ed-84e8-4fd8-ab81-1b2b11bed6ea,pre,Q11_Open_Diagnose,"You were asked: Is buying a single company's stock usually safer than a stock mutual fund? True or false? You answered ""True"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Diversification (Stock vs Fund),diagnose,Because it was my gut feeling. ,50.00,2,2026-02-09 01:09:24.155311+00
a83f71ed-84e8-4fd8-ab81-1b2b11bed6ea,pre,Q1_Open_Confirm,"You were asked: If you put $100 in a savings account at 2% annual interest, how much would you have after 5 years? You answered ""More than $102,"" which is correct. In 1-2 sentences, explain why the amount is more than $102.",Borrowing & Credit,Compound Interest,confirm,Because intrest is earned annually over five years. ,50.00,2,2026-02-09 01:10:59.005506+00
a83f71ed-84e8-4fd8-ab81-1b2b11bed6ea,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,It has lower interest rates. And it also has faster principal reduction. ,50.00,2,2026-02-09 01:09:57.362765+00
a85190c2-d331-4c59-b7d7-ec4d5454ead2,pre,Q10_Open_Diagnose,"You were asked: Which statement about credit reports is FALSE? Options were A) Employers use them to screen applicants, B) They include a credit worthiness assessment, C) They are provided by a single source. You answered [student's answer] with high confidence, indicating you thought that statement was false. In 1-2 sentences, explain your reasoning.",Borrowing & Credit,Credit Reports,diagnose,I know that credit worthiness is deterring your credit score,50.00,2,2026-02-09 02:33:52.898284+00
a85190c2-d331-4c59-b7d7-ec4d5454ead2,pre,Q11_Open_Diagnose,"You were asked: Is buying a single company's stock usually safer than a stock mutual fund? True or false? You answered ""True"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Diversification (Stock vs Fund),diagnose,Buying a stock option is safer,50.00,3,2026-02-09 02:34:34.445681+00
a85190c2-d331-4c59-b7d7-ec4d5454ead2,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,Both because you can negotiate both ,50.00,3,2026-02-09 02:34:18.854148+00
a87a3b99-b9f7-4072-8207-e014c7bf7d11,pre,Q2_Open_Diagnose,"You were asked: A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Borrowing/Mortgages,diagnose,I genuinely just went with my gut and do not know the right answer.,50.00,1,2026-02-05 23:01:53.795709+00
a87a3b99-b9f7-4072-8207-e014c7bf7d11,pre,Q30_Open_Diagnose,"You were asked: An investment with a high return is likely to be high risk. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Tradeoff,diagnose,Because the more you gain the more you can lose.,50.00,2,2026-02-05 23:03:29.605957+00
a87a3b99-b9f7-4072-8207-e014c7bf7d11,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,I think younger working couples because they do not have much experience compared to the others.,50.00,2,2026-02-05 23:02:46.210284+00
a880abd6-deaf-4216-9e15-ca90c0c628ee,pre,Q11_Open_Diagnose,"You were asked: Is buying a single company's stock usually safer than a stock mutual fund? True or false? You answered ""True"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Diversification (Stock vs Fund),diagnose,"I misclicked true, I do not know. ",50.00,3,2026-02-03 00:19:43.828054+00
a880abd6-deaf-4216-9e15-ca90c0c628ee,pre,Q3_Open_Confirm,"You were asked whether high inflation means the cost of living is increasing rapidly. You answered ""True,"" which is correct. In 1-2 sentences, explain what inflation means and how it affects everyday life.",Borrowing & Credit,Inflation,confirm,"Inflation is when a countries currency loses value usually due to the printing of an excess amount of money. Working class and middle class families as a result have to spend more money on essential goods, their money is worth less and prices increase. ",50.00,3,2026-02-03 00:20:27.673595+00
a880abd6-deaf-4216-9e15-ca90c0c628ee,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"Although I initially answered: B I want to change my answer to A because young couples typically have less savings, a lower salary and less job stability. ",50.00,3,2026-02-03 00:18:04.585814+00
